"adr","State","City","Service","Count","EditionYear","Comments","lon","lat"
"Abilene, Texas","Texas","Abilene","Tavern",1,1939,"",-99.7331439,32.4487364
"Abingdon, Virginia","Virginia","Abingdon","Tourist Home",4,1939,"",-81.9773482,36.7098335
"Abingdon, Virginia","Virginia","Abingdon","Tourist Home",4,1938,"",-81.9773482,36.7098335
"Absecon, New Jersey","New Jersey","Absecon","Tavern",1,1939,"",-74.4957076,39.4284503
"Acron, Ohio","Ohio","Acron","Hotel",5,1939,"",-81.5190053,41.0814447
"Acron, Ohio","Ohio","Acron","Beauty Parlor",1,1939,"",-81.5190053,41.0814447
"Acron, Ohio","Ohio","Acron","Tavern",1,1939,"",-81.5190053,41.0814447
"Aiken, South Carolina","South Carolina","Aiken","Tourist Home",2,1938,"",-81.7195533,33.5604168
"Aiken, South Carolina","South Carolina","Aiken","Road House",1,1938,"",-81.7195533,33.5604168
"Aiken, South Carolina","South Carolina","Aiken","Drug Store",1,1939,"",-81.7195533,33.5604168
"Aiken, South Carolina","South Carolina","Aiken","Service Station",1,1939,"",-81.7195533,33.5604168
"Aiken, South Carolina","South Carolina","Aiken","Tourist Home",3,1939,"",-81.7195533,33.5604168
"Aiken, South Carolina","South Carolina","Aiken","Road House",1,1939,"",-81.7195533,33.5604168
"Akron, Ohio","Ohio","Akron","Hotel",4,1938,"",-81.5190053,41.0814447
"Albany, Georgia","Georgia","Albany","Tourist Home",4,1939,"",-84.155741,31.5785074
"Albany, Georgia","Georgia","Albany","Tourist Home",4,1938,"",-84.155741,31.5785074
"Albany, New York","New York","Albany","Tourist Home",6,1939,"",-73.7562317,42.6525793
"Alexandria, Virginia","Virginia","Alexandria","Tourist Home",2,1938,"",-77.0469214,38.8048355
"Alexandria, Virginia","Virginia","Alexandria","Tourist Home",2,1939,"",-77.0469214,38.8048355
"Allentown, Pennsylvania","Pennsylvania","Allentown","Tourist Home",3,1939,"",-75.4901833,40.6084305
"Allentown, Pennsylvania","Pennsylvania","Allentown","Tourist Home",2,1938,"",-75.4901833,40.6084305
"Alliance, Ohio","Ohio","Alliance","Tourist Home",3,1939,"",-81.1059309,40.9153362
"Andalusia, Alabama","Alabama","Andalusia","Tourist Home",1,1939,"",-86.4832913,31.3085039
"Andalusia, Alabama","Alabama","Andalusia","Tourist Home",1,1938,"",-86.4832913,31.3085039
"Anderson, Indiana","Indiana","Anderson","Tavern",1,1939,"",-85.6802541,40.1053196
"Anderson, South Carolina","South Carolina","Anderson","Drug Store",1,1939,"",-82.6501332,34.5034394
"Anderson, South Carolina","South Carolina","Anderson","Tavern",1,1939,"",-82.6501332,34.5034394
"Ann Arbor, Michigan","Michigan","Ann Arbor","Hotel",1,1939,"",-83.7430378,42.2808256
"Ann Arbor, Michigan","Michigan","Ann Arbor","Tourist Home",1,1939,"",-83.7430378,42.2808256
"Annapolis, Maryland","Maryland","Annapolis","Hotel",1,1939,"Not categorized",-76.4921829,38.9784453
"Annapolis, Maryland","Maryland","Annapolis","Hotel",1,1938,"",-76.4921829,38.9784453
"Arenel, New Jersey","New Jersey","Arenel","Restaurant",1,1938,"",-74.2851469,40.5803818
"Arkadelphia, Arkansas","Arkansas","Arkadelphia","Hotel",1,1939,"",-93.0537839,34.1209292
"Arkadelphia, Arkansas","Arkansas","Arkadelphia","Tourist Home",3,1939,"",-93.0537839,34.1209292
"Asbury Park, New Jersey","New Jersey","Asbury Park","Tourist Home",11,1939,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Restaurant",5,1939,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Tavern",4,1939,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Dance Hall",2,1939,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Road House",1,1939,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Hotel",3,1939,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Hotel",3,1938,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Barber Shop",2,1939,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Night Club",1,1939,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Service Station",1,1939,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Beauty Parlor",4,1939,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Garage",1,1938,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Restaurant",4,1938,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Tourist Home",10,1938,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Beauty Parlor",5,1938,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Taxi",1,1939,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Tavern",4,1938,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Garage",2,1939,"",-74.0120817,40.2203907
"Asbury Park, New Jersey","New Jersey","Asbury Park","Barber Shop",1,1938,"",-74.0120817,40.2203907
"Atlanta, Georgia","Georgia","Atlanta","Restaurant",2,1939,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Tavern",1,1939,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Service Station",1,1938,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Hotel",4,1938,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Tourist Home",1,1938,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Dance Hall",1,1939,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Dance Hall",1,1938,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Theater",2,1938,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Restaurant",1,1938,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Service Station",3,1939,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Hotel",6,1939,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Theater",2,1939,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Night Club",1,1938,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Beauty Parlor",1,1938,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Barber Shop",1,1939,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Night Club",2,1939,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Beauty Parlor",1,1939,"",-84.3879824,33.7489954
"Atlanta, Georgia","Georgia","Atlanta","Barber Shop",1,1938,"",-84.3879824,33.7489954
"Atlantic City, New Jersey","New Jersey","Atlantic City","Liquor Store",3,1939,"",-74.4229266,39.3642834
"Atlantic City, New Jersey","New Jersey","Atlantic City","Tourist Home",6,1939,"",-74.4229266,39.3642834
"Atlantic City, New Jersey","New Jersey","Atlantic City","Drug Store",1,1939,"",-74.4229266,39.3642834
"Atlantic City, New Jersey","New Jersey","Atlantic City","Theater",3,1939,"",-74.4229266,39.3642834
"Atlantic City, New Jersey","New Jersey","Atlantic City","Night Club",2,1939,"",-74.4229266,39.3642834
"Atlantic City, New Jersey","New Jersey","Atlantic City","Beauty Parlor",1,1939,"",-74.4229266,39.3642834
"Atlantic City, New Jersey","New Jersey","Atlantic City","Barber Shop",2,1939,"",-74.4229266,39.3642834
"Atlantic City, New Jersey","New Jersey","Atlantic City","Hotel",7,1939,"",-74.4229266,39.3642834
"Atlantic City, New Jersey","New Jersey","Atlantic City","Hotel",9,1938,"",-74.4229266,39.3642834
"Atlantic City, New Jersey","New Jersey","Atlantic City","Restaurant",3,1939,"",-74.4229266,39.3642834
"Atlantic City, New Jersey","New Jersey","Atlantic City","Tavern",7,1939,"",-74.4229266,39.3642834
"Atlantic Highlands, New Jersey","New Jersey","Atlantic Highlands","Restaurant",1,1938,"",-74.034306,40.4078864
"Atlantic Highlands, New Jersey","New Jersey","Atlantic Highlands","Restaurant",1,1939,"",-74.034306,40.4078864
"Attleboro, Massachusetts","Massachusetts","Attleboro","Tourist Home",1,1939,"",-71.2856082,41.9445441
"Augusta, Georgia","Georgia","Augusta","Liquor Store",1,1939,"",-82.0105148,33.4734978
"Augusta, Maine","Maine","Augusta","Tourist Home",1,1939,"",-69.7794897,44.3106241
"Austin, Texas","Texas","Austin","Tourist Home",4,1939,"",-97.7430608,30.267153
"Baltimore, Maryland","Maryland","Baltimore","Restaurant",2,1939,"",-76.6121893,39.2903848
"Baltimore, Maryland","Maryland","Baltimore","Garage",1,1939,"",-76.6121893,39.2903848
"Baltimore, Maryland","Maryland","Baltimore","Beauty Shop",1,1939,"",-76.6121893,39.2903848
"Baltimore, Maryland","Maryland","Baltimore","Hotel",10,1938,"",-76.6121893,39.2903848
"Baltimore, Maryland","Maryland","Baltimore","Hotel",12,1939,"",-76.6121893,39.2903848
"Bangor, Maine","Maine","Bangor","Tourist Home",1,1939,"",-68.7778138,44.8011821
"Baton Rouge, Louisiana","Louisiana","Baton Rouge","Hotel",1,1939,"",-91.1403196,30.4582829
"Battle Creek, Michigan","Michigan","Battle Creek","Tourist Home",4,1939,"",-85.1797142,42.3211522
"Bayonne, New Jersey","New Jersey","Bayonne","Tavern",1,1938,"",-74.1143091,40.6687141
"Bayonne, New Jersey","New Jersey","Bayonne","Tavern",1,1939,"",-74.1143091,40.6687141
"Beaumont, Texas","Texas","Beaumont","Restaurant",1,1939,"",-94.1265562,30.080174
"Beckley, West Virginia","West Virginia","Beckley","Hotel",1,1939,"",-81.1881557,37.7781702
"Beckley, West Virginia","West Virginia","Beckley","Restaurant",1,1939,"",-81.1881557,37.7781702
"Beckley, West Virginia","West Virginia","Beckley","Service Station",1,1939,"",-81.1881557,37.7781702
"Bedford, Pennsylvania","Pennsylvania","Bedford","Hotel",1,1939,"",-78.5039069,40.0186921
"Bedford, Pennsylvania","Pennsylvania","Bedford","Hotel",1,1938,"",-78.5039069,40.0186921
"Benton Harbor, Michigan","Michigan","Benton Harbor","Night Club",1,1939,"",-86.4541894,42.1167065
"Berkeley, California","California","Berkeley","Barber Shop",1,1939,"",-122.272747,37.8715926
"Berkeley, California","California","Berkeley","Beauty Shop",1,1939,"",-122.272747,37.8715926
"Berkeley, California","California","Berkeley","Tavern",1,1939,"",-122.272747,37.8715926
"Biloxi, Mississippi","Mississippi","Biloxi","Tourist Home",4,1939,"",-88.8853078,30.3960318
"Birmingham, Alabama","Alabama","Birmingham","Hotel",4,1938,"",-86.80249,33.5206608
"Birmingham, Alabama","Alabama","Birmingham","Tavern",1,1939,"",-86.80249,33.5206608
"Birmingham, Alabama","Alabama","Birmingham","Hotel",4,1939,"",-86.80249,33.5206608
"Bitely, Michigan","Michigan","Bitely","Hotel",2,1939,"",-85.8617261,43.7469591
"Bogalusa, Louisiana","Louisiana","Bogalusa","Tourist Home",3,1939,"",-89.8486858,30.7910204
"Boston, Massachusetts","Massachusetts","Boston","Tourist Home",5,1939,"",-71.0588801,42.3600825
"Boston, Massachusetts","Massachusetts","Boston","Garage",1,1939,"",-71.0588801,42.3600825
"Boston, Massachusetts","Massachusetts","Boston","Hotel",2,1938,"",-71.0588801,42.3600825
"Boston, Massachusetts","Massachusetts","Boston","Hotel",2,1939,"",-71.0588801,42.3600825
"Boston, Massachusetts","Massachusetts","Boston","Taxi",2,1939,"",-71.0588801,42.3600825
"Boston, Massachusetts","Massachusetts","Boston","Restaurant",3,1939,"",-71.0588801,42.3600825
"Bridgeport, Connecticut","Connecticut","Bridgeport","Hotel",1,1939,"",-73.1951767,41.1865478
"Bridgeport, Connecticut","Connecticut","Bridgeport","Tourist Home",3,1938,"",-73.1951767,41.1865478
"Bridgeport, Connecticut","Connecticut","Bridgeport","Hotel",1,1938,"Not categorized",-73.1951767,41.1865478
"Bridgeport, Connecticut","Connecticut","Bridgeport","Tourist Home",2,1939,"Not categorized",-73.1951767,41.1865478
"Bridgeston, New Jersey","New Jersey","Bridgeston","Tavern",1,1938,"",-75.2340768,39.427337
"Bridgeston, New Jersey","New Jersey","Bridgeston","Tavern",1,1939,"",-75.2340768,39.427337
"Bristol, Pennsylvania","Pennsylvania","Bristol","Tourist Home",1,1938,"",-74.8518311,40.1006661
"Bristol, Pennsylvania","Pennsylvania","Bristol","Tourist Home",1,1939,"",-74.8518311,40.1006661
"Bristol, Tennessee","Tennessee","Bristol","Tourist Home",1,1938,"",-82.1887444,36.5951059
"Bristol, Tennessee","Tennessee","Bristol","Tourist Home",1,1939,"",-82.1887444,36.5951059
"Bristol, Virginia","Virginia","Bristol","Hotel",1,1938,"",-82.1888089,36.595141
"Bristol, Virginia","Virginia","Bristol","Hotel",1,1939,"",-82.1888089,36.595141
"Brooklyn, New York","New York","Brooklyn","Beauty Parlor",6,1939,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","School of Beauty Culture",4,1939,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","Beauty Parlor",7,1938,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","Dance Hall",3,1938,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","School of Beauty Culture",4,1938,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","Tavern",3,1938,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","Theater",5,1938,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","Night Club",3,1938,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","Night Club",2,1939,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","Tavern",3,1939,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","Restaurant",4,1939,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","Tourist Home",1,1939,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","Restaurant",6,1938,"",-73.9441579,40.6781784
"Brooklyn, New York","New York","Brooklyn","Dance Hall",3,1939,"",-73.9441579,40.6781784
"Brunswick, Georgia","Georgia","Brunswick","Tourist Home",1,1939,"",-81.4914894,31.1499528
"Buffalo, New York","New York","Buffalo","Hotel",4,1939,"",-78.8783689,42.8864468
"Buffalo, New York","New York","Buffalo","Tourist Home",3,1939,"",-78.8783689,42.8864468
"Buffalo, New York","New York","Buffalo","Hotel",4,1938,"",-78.8783689,42.8864468
"Burlington, Iowa","Iowa","Burlington","Tourist Home",1,1939,"",-91.1128901,40.8076529
"Burlington, Vermont","Vermont","Burlington","Hotel",1,1938,"",-73.212072,44.4758825
"Burlington, Vermont","Vermont","Burlington","Hotel",1,1939,"",-73.212072,44.4758825
"Camden, Arkansas","Arkansas","Camden","Hotel",1,1939,"",-92.8343294,33.5845581
"Camden, New Jersey","New Jersey","Camden","Tavern",1,1939,"",-75.1196199,39.9259463
"Camden, New Jersey","New Jersey","Camden","Tavern",1,1938,"",-75.1196199,39.9259463
"Camden, New Jersey","New Jersey","Camden","Tailor",3,1939,"",-75.1196199,39.9259463
"Canton, Ohio","Ohio","Canton","Beauty Parlor",1,1939,"",-81.378447,40.7989473
"Canton, Ohio","Ohio","Canton","Barber Shop",1,1939,"",-81.378447,40.7989473
"Canton, Ohio","Ohio","Canton","Druggist",1,1939,"",-81.378447,40.7989473
"Canton, Ohio","Ohio","Canton","Restaurant",1,1939,"",-81.378447,40.7989473
"Canton, Ohio","Ohio","Canton","Tourist Home",3,1939,"",-81.378447,40.7989473
"Cape Girardeau, Missouri","Missouri","Cape Girardeau","Tourist Home",3,1939,"",-89.5181476,37.3058839
"Cape May, New Jersey","New Jersey","Cape May","Tourist Home",2,1938,"",-74.9060053,38.9351125
"Cape May, New Jersey","New Jersey","Cape May","Hotel",2,1939,"",-74.9060053,38.9351125
"Cape May, New Jersey","New Jersey","Cape May","Hotel",2,1938,"",-74.9060053,38.9351125
"Cape May, New Jersey","New Jersey","Cape May","Tourist Home",2,1939,"",-74.9060053,38.9351125
"Caret, Virginia","Virginia","Caret","Tavern",1,1939,"",-76.961506,37.9824569
"Carthage, Missouri","Missouri","Carthage","Tourist Home",3,1939,"",-94.3102228,37.176447
"Carthage, North Carolina","North Carolina","Carthage","Hotel",1,1939,"",-79.4169711,35.3459867
"Casper, Wyoming","Wyoming","Casper","Tourist Home",2,1939,"",-106.313081,42.866632
"Cedar Knoll, New Jersey","New Jersey","Cedar Knoll","Country Club",1,1938,"",-74.4500053,40.821763
"Cedar Knoll, New Jersey","New Jersey","Cedar Knoll","Country Club",1,1939,"",-74.4500053,40.821763
"Cedar Rapids, Iowa","Iowa","Cedar Rapids","Tourist Home",1,1939,"",-91.6656232,41.9778795
"Centralia, Illinois","Illinois","Centralia","Service Station",1,1939,"",-89.1316944,38.5285169
"Centralia, Illinois","Illinois","Centralia","Beauty Shop",1,1938,"",-89.1316944,38.5285169
"Centralia, Illinois","Illinois","Centralia","Tourist Home",4,1939,"",-89.1316944,38.5285169
"Centralia, Illinois","Illinois","Centralia","Beauty Shop",1,1939,"",-89.1316944,38.5285169
"Centralia, Illinois","Illinois","Centralia","Hotel",1,1938,"",-89.1316944,38.5285169
"Centralia, Illinois","Illinois","Centralia","Barber Shop",1,1938,"",-89.1316944,38.5285169
"Centralia, Illinois","Illinois","Centralia","Service Station",1,1938,"",-89.1316944,38.5285169
"Centralia, Illinois","Illinois","Centralia","Barber Shop",1,1939,"",-89.1316944,38.5285169
"Chambersburg, Pennsylvania","Pennsylvania","Chambersburg","Tourist Home",2,1938,"",-77.6611022,39.9375911
"Chambersburg, Pennsylvania","Pennsylvania","Chambersburg","Hotel",1,1938,"",-77.6611022,39.9375911
"Chambersburg, Pennsylvania","Pennsylvania","Chambersburg","Tourist Home",2,1939,"",-77.6611022,39.9375911
"Chambersburg, Pennsylvania","Pennsylvania","Chambersburg","Hotel",1,1939,"",-77.6611022,39.9375911
"Charleston, Mississippi","Mississippi","Charleston","Tourist Home",2,1939,"",-90.0567563,34.00678
"Charleston, Missouri","Missouri","Charleston","Tavern",1,1939,"",-89.350631,36.9208854
"Charleston, South Carolina","South Carolina","Charleston","Tavern",2,1939,"",-79.9310512,32.7764749
"Charleston, South Carolina","South Carolina","Charleston","Tourist Home",4,1939,"",-79.9310512,32.7764749
"Charleston, South Carolina","South Carolina","Charleston","Tourist Home",4,1938,"",-79.9310512,32.7764749
"Charleston, South Carolina","South Carolina","Charleston","Taxi",2,1939,"",-79.9310512,32.7764749
"Charleston, West Virginia","West Virginia","Charleston","Tavern",2,1939,"",-81.6326234,38.3498195
"Charleston, West Virginia","West Virginia","Charleston","Hotel",1,1938,"",-81.6326234,38.3498195
"Charleston, West Virginia","West Virginia","Charleston","Tourist Home",1,1938,"",-81.6326234,38.3498195
"Charleston, West Virginia","West Virginia","Charleston","Tourist Home",1,1939,"",-81.6326234,38.3498195
"Charleston, West Virginia","West Virginia","Charleston","Hotel",1,1939,"",-81.6326234,38.3498195
"Charlotte, North Carolina","North Carolina","Charlotte","Hotel",2,1939,"",-80.8431267,35.2270869
"Charlotte, North Carolina","North Carolina","Charlotte","Hotel",2,1938,"",-80.8431267,35.2270869
"Charlotte, North Carolina","North Carolina","Charlotte","Tavern",1,1939,"",-80.8431267,35.2270869
"Charlottesville, Virginia","Virginia","Charlottesville","Dance Hall",2,1939,"",-78.4766781,38.0293059
"Charlottesville, Virginia","Virginia","Charlottesville","Tourist Home",3,1939,"",-78.4766781,38.0293059
"Charlottesville, Virginia","Virginia","Charlottesville","Beauty Parlor",1,1939,"",-78.4766781,38.0293059
"Charlottesville, Virginia","Virginia","Charlottesville","Theater",2,1939,"",-78.4766781,38.0293059
"Charlottesville, Virginia","Virginia","Charlottesville","Barber Shop",1,1939,"",-78.4766781,38.0293059
"Chattanooga, Tennessee","Tennessee","Chattanooga","Barber Shop",1,1939,"",-85.3096801,35.0456297
"Chattanooga, Tennessee","Tennessee","Chattanooga","Taxi",1,1939,"",-85.3096801,35.0456297
"Chattanooga, Tennessee","Tennessee","Chattanooga","Hotel",3,1939,"",-85.3096801,35.0456297
"Chattanooga, Tennessee","Tennessee","Chattanooga","Tourist Home",5,1938,"",-85.3096801,35.0456297
"Chattanooga, Tennessee","Tennessee","Chattanooga","Hotel",3,1938,"",-85.3096801,35.0456297
"Chattanooga, Tennessee","Tennessee","Chattanooga","Restaurant",1,1939,"",-85.3096801,35.0456297
"Chattanooga, Tennessee","Tennessee","Chattanooga","Tourist Home",5,1939,"",-85.3096801,35.0456297
"Chester, Pennsylvania","Pennsylvania","Chester","Tavern",1,1939,"",-75.3557457,39.849557
"Chester, Pennsylvania","Pennsylvania","Chester","Tourist Home",2,1938,"",-75.3557457,39.849557
"Chester, Pennsylvania","Pennsylvania","Chester","Tailor",1,1939,"",-75.3557457,39.849557
"Chester, Pennsylvania","Pennsylvania","Chester","Service Station",2,1939,"",-75.3557457,39.849557
"Chester, Pennsylvania","Pennsylvania","Chester","Barber Shop",2,1939,"",-75.3557457,39.849557
"Chester, Pennsylvania","Pennsylvania","Chester","Beauty Parlor",3,1939,"",-75.3557457,39.849557
"Chester, Pennsylvania","Pennsylvania","Chester","Restaurant",2,1939,"",-75.3557457,39.849557
"Chester, Pennsylvania","Pennsylvania","Chester","Theater",1,1939,"",-75.3557457,39.849557
"Cheyenne, Wyoming","Wyoming","Cheyenne","Hotel",1,1939,"",-104.8202462,41.1399814
"Cheyenne, Wyoming","Wyoming","Cheyenne","Tourist Home",2,1939,"",-104.8202462,41.1399814
"Chicago, Illinois","Illinois","Chicago","Tavern",1,1939,"",-87.6297982,41.8781136
"Chicago, Illinois","Illinois","Chicago","Hotel",13,1938,"",-87.6297982,41.8781136
"Chicago, Illinois","Illinois","Chicago","Tourist Home",1,1939,"",-87.6297982,41.8781136
"Chicago, Illinois","Illinois","Chicago","Barber Shop",1,1939,"",-87.6297982,41.8781136
"Chicago, Illinois","Illinois","Chicago","Hotel",16,1939,"",-87.6297982,41.8781136
"Chicago, Illinois","Illinois","Chicago","Drug Store",1,1939,"",-87.6297982,41.8781136
"Chicago, Illinois","Illinois","Chicago","Restaurant",2,1939,"",-87.6297982,41.8781136
"Chicago, Illinois","Illinois","Chicago","Beauty Parlor",3,1939,"",-87.6297982,41.8781136
"Chicago, Illinois","Illinois","Chicago","Service Station",6,1939,"",-87.6297982,41.8781136
"Christianburg, Virginia","Virginia","Christianburg","Hotel",1,1939,"",-80.4089389,37.1298517
"Christianburg, Virginia","Virginia","Christianburg","Hotel",1,1938,"",-80.4089389,37.1298517
"Cincinnati, Ohio","Ohio","Cincinnati","Tavern",3,1939,"",-84.5120196,39.1031182
"Cincinnati, Ohio","Ohio","Cincinnati","Drug Store",1,1939,"",-84.5120196,39.1031182
"Cincinnati, Ohio","Ohio","Cincinnati","Tourist Home",2,1939,"",-84.5120196,39.1031182
"Cincinnati, Ohio","Ohio","Cincinnati","Hotel",4,1939,"",-84.5120196,39.1031182
"Clarksville, Tennessee","Tennessee","Clarksville","Tourist Home",2,1938,"",-87.3594528,36.5297706
"Clarksville, Tennessee","Tennessee","Clarksville","Hotel",1,1938,"",-87.3594528,36.5297706
"Clarksville, Tennessee","Tennessee","Clarksville","Hotel",1,1939,"",-87.3594528,36.5297706
"Clarksville, Tennessee","Tennessee","Clarksville","Tourist Home",2,1939,"",-87.3594528,36.5297706
"Cleveland, Ohio","Ohio","Cleveland","Tavern",2,1939,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Restaurant",1,1938,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Beauty Parlor",1,1938,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Beauty Parlor",1,1939,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Garage",1,1938,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Night Club",1,1938,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Service Station",1,1938,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Service Station",2,1939,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Barber Shop",1,1938,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Theater",1,1938,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Hotel",4,1938,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Country Club",1,1939,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Garage",2,1939,"",-81.6943605,41.49932
"Cleveland, Ohio","Ohio","Cleveland","Hotel",5,1939,"",-81.6943605,41.49932
"Coatesville, Pennsylvania","Pennsylvania","Coatesville","Hotel",1,1939,"",-75.8238355,39.9831616
"Coatesville, Pennsylvania","Pennsylvania","Coatesville","Hotel",1,1938,"",-75.8238355,39.9831616
"Coffeyville, Kansas","Kansas","Coffeyville","Tourist Home",1,1939,"",-95.6163665,37.0373005
"Colorado Springs, Colorado","Colorado","Colorado Springs","Tourist Home",5,1939,"",-104.8213634,38.8338816
"Colton, Maryland","Maryland","Colton","Hotel",1,1939,"",-76.7532995,38.2245742
"Columbia, Missouri","Missouri","Columbia","Tourist Home",2,1939,"",-92.3340724,38.9517053
"Columbia, South Carolina","South Carolina","Columbia","Taxi",2,1939,"",-81.0348144,34.0007104
"Columbia, South Carolina","South Carolina","Columbia","Barber Shop",1,1939,"",-81.0348144,34.0007104
"Columbia, South Carolina","South Carolina","Columbia","Drug Store",2,1939,"",-81.0348144,34.0007104
"Columbia, South Carolina","South Carolina","Columbia","Hotel",1,1939,"",-81.0348144,34.0007104
"Columbia, South Carolina","South Carolina","Columbia","Restaurant",1,1939,"",-81.0348144,34.0007104
"Columbia, South Carolina","South Carolina","Columbia","Beauty Parlor",2,1939,"",-81.0348144,34.0007104
"Columbia, South Carolina","South Carolina","Columbia","Service Station",2,1939,"",-81.0348144,34.0007104
"Columbia, South Carolina","South Carolina","Columbia","Tavern",1,1939,"",-81.0348144,34.0007104
"Columbia, South Carolina","South Carolina","Columbia","Tourist Home",5,1939,"",-81.0348144,34.0007104
"Columbia, South Carolina","South Carolina","Columbia","Hotel",1,1938,"",-81.0348144,34.0007104
"Columbia, South Carolina","South Carolina","Columbia","Tourist Home",5,1938,"",-81.0348144,34.0007104
"Columbus, Georgia","Georgia","Columbus","Hotel",1,1938,"",-84.9877094,32.4609764
"Columbus, Georgia","Georgia","Columbus","Hotel",1,1939,"",-84.9877094,32.4609764
"Columbus, Mississippi","Mississippi","Columbus","Tourist Home",4,1939,"",-88.4272627,33.4956744
"Columbus, Mississippi","Mississippi","Columbus","Hotel",1,1939,"",-88.4272627,33.4956744
"Columbus, Ohio","Ohio","Columbus","Hotel",4,1938,"",-82.9987942,39.9611755
"Columbus, Ohio","Ohio","Columbus","Restaurant",1,1939,"",-82.9987942,39.9611755
"Columbus, Ohio","Ohio","Columbus","Hotel",7,1939,"",-82.9987942,39.9611755
"Concordia, Kansas","Kansas","Concordia","Tourist Home",4,1939,"",-97.6625396,39.5708354
"Corsicana, Texas","Texas","Corsicana","Tourist Home",3,1939,"",-96.4688727,32.0954304
"Coshocton, Ohio","Ohio","Coshocton","Restaurant",1,1939,"",-81.8595756,40.2720151
